48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.91	0.11	1.00	0.86	0.70	0.00	0.72
x1	0.03	0.11	0.13	0.79	0.62	0.00	0.34
x2	0.74	0.13	0.48	0.88	0.69	0.00	0.58
x3	1.00	0.13	0.39	0.84	0.73	0.00	0.62
x4	0.71	0.10	0.46	0.81	0.62	0.00	0.54
x5	0.76	0.10	0.54	0.70	0.62	0.00	0.54
x6	0.00	0.01	0.05	0.26	0.12	0.46	0.09
x7	0.00	0.05	0.01	0.49	0.08	0.10	0.13
x8	0.00	0.06	0.05	0.47	0.10	0.02	0.14
x9	0.00	0.01	0.02	0.35	0.31	0.94	0.14
x10	0.00	0.00	0.07	0.05	0.13	0.01	0.05
x11	0.00	0.08	0.03	0.40	0.08	0.55	0.12
x12	0.00	0.00	0.11	0.00	0.04	0.19	0.03
x13	0.00	0.01	0.05	0.30	0.05	0.31	0.08
x14	0.00	0.01	0.34	0.28	0.10	0.04	0.15
x15	0.00	0.01	0.20	0.23	0.01	0.02	0.09
x16	0.00	0.00	0.07	0.09	0.01	0.94	0.03
x17	0.00	0.01	0.68	0.21	0.09	0.03	0.20
x18	0.00	0.02	0.06	0.33	0.09	0.97	0.10
x19	0.00	1.00	0.06	1.00	0.35	0.00	0.48
x20	0.00	0.46	0.03	1.00	0.16	0.66	0.33
x21	0.00	0.14	0.08	0.63	0.16	0.01	0.20
x22	0.00	0.16	0.10	0.74	0.36	0.42	0.27
x23	0.00	0.16	0.05	0.72	0.31	0.63	0.25
x24	0.00	0.21	0.20	0.93	0.58	0.04	0.38
x25	0.00	0.22	0.12	0.67	0.73	0.15	0.35
x26	0.00	0.22	0.04	0.98	0.76	0.06	0.40
x27	0.00	0.07	0.05	0.60	0.39	0.10	0.22
x28	0.00	0.06	0.01	0.56	0.15	0.60	0.16
x29	0.00	0.40	0.25	1.00	1.00	0.01	0.53
x30	0.05	0.00	0.01	0.02	0.01	0.11	0.02
x31	0.08	0.00	0.08	0.14	0.01	0.07	0.06
x32	0.01	0.00	0.01	0.16	0.02	0.39	0.04
x33	0.04	0.00	0.07	0.07	0.00	0.06	0.04
x34	0.02	0.00	0.04	0.12	0.03	0.45	0.04
x35	0.00	0.00	0.02	0.19	0.01	1.00	0.04
x36	0.00	0.12	0.08	0.91	0.24	0.55	0.27
x37	0.00	0.08	0.04	0.65	0.18	0.82	0.19
x38	0.00	0.08	0.12	0.95	0.22	0.85	0.27
x39	0.00	0.03	0.16	0.44	0.08	0.89	0.14
x40	0.00	0.10	0.11	0.58	0.30	0.48	0.22
x41	0.00	0.21	0.24	1.00	0.23	0.61	0.34
x42	0.00	0.03	0.02	0.42	0.06	0.20	0.11
x43	0.00	0.07	0.01	0.51	0.09	0.89	0.14
x44	0.00	0.72	0.00	1.00	0.05	0.14	0.35
x45	0.00	0.17	0.00	0.37	0.02	0.17	0.11
x46	0.00	0.20	0.03	0.53	0.04	0.09	0.16
x47	0.00	0.32	0.02	0.77	0.20	0.96	0.26
48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.06	0.16	0.65	0.77	0.00	0.33
x1	0.00	0.06	0.39	0.70	1.00	0.00	0.43
x2	0.00	0.03	0.19	0.40	0.52	0.00	0.23
x3	0.00	0.06	0.29	0.53	0.85	0.00	0.35
x4	0.00	0.05	0.73	0.44	0.85	0.00	0.41
x5	0.00	0.05	0.29	0.58	0.89	0.00	0.36
x6	0.00	0.00	0.13	0.21	0.10	0.10	0.09
x7	0.00	0.20	0.10	0.60	0.21	0.07	0.22
x8	0.00	0.21	0.35	1.00	0.52	0.79	0.42
x9	0.00	0.42	0.18	0.88	0.41	0.31	0.38
x10	0.00	0.42	0.09	0.91	0.48	0.19	0.38
x11	0.00	0.01	0.16	0.16	0.28	0.05	0.12
x12	0.00	0.00	0.00	0.12	0.02	0.15	0.03
x13	0.00	0.00	0.21	0.02	0.00	0.58	0.05
x14	0.00	0.00	0.10	0.07	0.08	0.37	0.05
x15	0.00	0.00	0.04	0.14	0.05	0.80	0.05
x16	0.05	0.00	0.17	0.19	0.14	0.02	0.11
x17	0.00	0.00	0.12	0.05	0.02	0.49	0.04
x18	0.00	0.00	0.19	0.09	0.08	0.16	0.07
x19	0.00	0.28	0.06	1.00	0.55	0.68	0.38
x20	0.00	0.12	1.00	0.51	0.26	1.00	0.38
x21	0.00	0.40	0.17	1.00	0.41	0.42	0.40
x22	0.00	0.27	0.13	0.86	0.16	0.02	0.28
x23	0.00	0.55	0.09	0.98	0.21	0.15	0.37
x24	0.00	0.28	0.08	0.84	0.78	0.00	0.40
x25	0.00	0.10	0.13	0.47	0.60	0.25	0.26
x26	0.00	0.09	0.02	0.67	0.42	0.62	0.24
x27	0.00	0.10	0.02	0.79	0.62	0.01	0.31
x28	0.00	0.02	0.20	0.35	0.53	0.15	0.22
x29	0.00	0.09	0.01	0.74	0.37	0.93	0.24
x30	0.74	0.01	0.05	0.23	0.12	0.01	0.23
x31	0.25	0.03	0.03	0.42	0.26	0.05	0.20
x32	0.07	0.00	0.01	0.00	0.01	0.33	0.02
x33	0.00	0.01	0.08	0.33	0.13	0.79	0.11
x34	1.00	0.01	0.04	0.30	0.12	0.00	0.29
x35	0.55	0.01	0.05	0.28	0.11	0.04	0.20
x36	0.00	0.16	0.05	0.81	0.18	0.08	0.24
x37	0.00	0.01	0.05	0.37	0.22	0.51	0.13
x38	0.00	0.11	0.01	0.49	0.24	0.29	0.17
x39	0.00	0.04	0.06	0.77	0.13	0.09	0.20
x40	0.00	0.00	0.11	0.26	0.09	0.62	0.09
x41	0.00	0.08	0.02	0.72	0.24	0.13	0.21
x42	0.00	0.03	0.02	0.56	0.26	0.89	0.17
x43	0.00	0.25	0.06	0.63	0.27	0.30	0.24
x44	0.00	0.47	0.04	1.00	0.28	0.96	0.36
x45	0.00	1.00	0.18	1.00	0.29	0.61	0.49
x46	0.00	0.91	0.06	0.93	0.29	0.16	0.44
x47	0.00	0.59	0.02	0.95	0.08	0.65	0.33
48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.72	0.07	0.17	0.56	0.64	0.00	0.43
x1	0.77	0.11	0.48	0.79	0.98	0.00	0.63
x2	0.91	0.10	0.43	0.74	0.86	0.00	0.61
x3	1.00	0.07	0.21	0.63	0.65	0.00	0.51
x4	0.82	0.05	0.57	0.53	0.60	0.00	0.51
